DIGITAL_ID,AIR_QUALITY_INDEX,PM2_5,PM10,CO2_LEVEL_PPM,UV_INDEX,TEMPERATURE_C,HUMIDITY_PERCENT,NOISE_LEVEL_DB,POLLEN_COUNT,WEATHER,GREEN_SPACE_ACCESS,COMMUTE_TIME_MINUTES,POLLUTION_EXPOSURE_SCORE,ENVIRONMENTAL_RISK
104273,172,62.2,85.1,692,11.0,29.1,82,40.0,254,Windy,Good,103,53.3,Moderate
104274,42,98.7,187.3,1190,1.1,10.9,99,67.0,78,Windy,Good,80,64.5,Moderate
104275,171,26.8,105.2,355,5.6,31.3,44,78.0,362,Sunny,Poor,96,52.9,Moderate
104276,57,140.2,162.6,543,9.3,7.6,46,64.0,97,Sunny,Good,94,58.4,Moderate
104277,47,60.5,30.1,1091,,0.6,71,58.0,149,Cloudy,Excellent,106,77.0,Low
104278,40,110.8,93.2,486,2.9,22.5,29,70.0,273,Sunny,Good,74,67.8,Moderate
104279,201,7.9,216.5,1184,9.8,2.6,69,,301,Foggy,Good,23,48.5,High
104280,126,34.8,179.8,822,3.4,42.0,49,39.0,337,Sunny,Moderate,68,60.3,Moderate
104281,165,75.6,43.6,565,,-5.0,20,52.0,446,Sunny,Good,95,53.8,Moderate
104282,183,132.3,68.3,698,8.1,32.8,73,75.0,122,Windy,Excellent,13,40.3,High
104283,118,81.5,79.3,532,8.7,9.0,23,41.0,97,Sunny,Excellent,45,60.9,Moderate
104284,192,139.8,146.6,517,10.9,37.3,26,84.0,163,Sunny,Good,54,32.9,High
104285,138,75.2,169.0,1143,,-2.0,49,42.0,45,Cloudy,Good,14,53.5,Moderate
104286,92,76.1,167.4,387,7.2,42.7,84,36.0,358,Rainy,Moderate,78,62.3,Moderate
104287,200,22.4,117.1,1024,9.9,0.1,48,41.0,238,Sunny,Good,101,51.4,Moderate
104288,249,121.4,180.3,820,10.0,34.4,44,90.0,229,Cloudy,Excellent,86,22.6,High
104289,141,40.8,101.8,801,10.7,20.9,59,54.0,292,Sunny,Moderate,58,59.2,Moderate
104290,49,135.4,36.0,839,8.5,16.5,45,31.0,243,Rainy,Poor,14,70.0,Moderate
104291,207,137.1,128.5,491,2.1,9.0,36,55.0,17,Cloudy,Good,11,34.4,High
104292,127,141.8,210.0,1109,7.8,37.1,50,80.0,170,Windy,Good,108,41.6,High
104293,117,80.4,176.5,452,0.8,5.0,80,98.0,359,Cloudy,Moderate,36,50.7,Moderate
104294,51,103.2,131.5,1060,3.5,31.1,27,91.0,156,Cloudy,Excellent,111,62.8,Moderate
104295,214,117.9,145.8,1061,1.3,17.3,88,68.0,203,Rainy,Poor,58,33.2,High
104296,214,24.0,205.4,391,10.4,44.9,20,,145,Sunny,Poor,74,44.3,High
104297,175,92.1,100.0,496,3.7,25.6,98,93.0,478,Sunny,Good,87,43.1,High
104298,191,10.0,79.6,415,7.8,0.2,90,71.0,142,Snowy,Good,67,53.3,Moderate
104299,98,77.1,215.2,542,6.3,16.0,65,39.0,186,Sunny,Excellent,109,58.4,Moderate
104300,60,27.5,191.3,647,1.2,-1.7,39,48.0,487,Rainy,Poor,111,71.5,Moderate
104301,82,31.5,77.8,387,6.2,9.3,59,33.0,121,Sunny,Moderate,38,74.3,Moderate
104302,42,57.9,107.4,851,7.3,12.2,21,32.0,349,Windy,Good,47,76.9,Low
104303,123,67.7,,1002,9.7,37.7,80,43.0,99,Foggy,Excellent,9,60.6,Moderate
104304,94,95.4,41.3,967,0.8,36.9,90,39.0,283,Cloudy,Moderate,23,65.7,Moderate
104305,67,15.8,,777,3.3,-4.4,96,35.0,436,Cloudy,Poor,117,72.0,Moderate
104306,179,78.0,94.9,1013,,21.6,49,60.0,14,Cloudy,Moderate,118,47.7,High
104307,76,31.5,193.8,701,0.4,6.2,49,60.0,383,Windy,Excellent,58,66.8,Moderate
104308,137,88.2,49.8,675,,11.0,64,77.0,42,Sunny,Good,18,54.6,Moderate
104309,119,97.4,125.1,387,2.4,-3.9,43,38.0,288,Rainy,Excellent,14,56.8,Moderate
104310,143,85.7,15.0,446,7.4,32.5,75,55.0,385,Rainy,Poor,53,57.7,Moderate
104311,180,112.1,170.5,457,3.1,42.5,80,31.0,186,Cloudy,Good,15,42.5,High
104312,171,53.7,132.0,980,6.6,6.0,32,33.0,7,Sunny,Moderate,35,52.9,Moderate
104313,186,115.9,141.4,500,10.6,12.1,99,35.0,111,Sunny,Excellent,70,42.0,High
104314,53,67.8,20.9,423,8.7,5.3,75,59.0,32,Windy,Excellent,14,75.4,Low
104315,203,75.2,54.3,406,3.7,41.5,34,84.0,418,Sunny,Moderate,25,43.3,High
104316,175,99.0,25.6,684,5.2,-4.5,30,57.0,401,Cloudy,Moderate,5,49.6,High
104317,184,7.7,70.7,601,2.2,24.2,31,90.0,89,Sunny,Good,50,53.4,Moderate
104318,26,99.8,141.8,1153,0.2,38.5,22,84.0,495,Sunny,Good,99,67.9,Moderate
104319,215,94.7,128.9,1174,3.2,4.3,43,65.0,148,Cloudy,Moderate,79,37.0,High
104320,184,49.9,138.6,1116,4.1,24.5,28,34.0,447,Windy,Moderate,111,50.6,Moderate
104321,75,17.4,125.3,603,6.2,-2.5,65,58.0,411,Rainy,Moderate,78,72.3,Moderate
104322,84,18.2,67.3,734,10.4,35.7,90,41.0,211,Snowy,Excellent,24,75.2,Low
104323,212,138.9,61.3,805,10.4,8.7,79,51.0,115,Rainy,Good,25,37.0,High
104324,66,104.9,38.8,608,0.8,44.4,30,88.0,172,Rainy,Poor,41,64.8,Moderate
104325,167,23.4,188.3,1131,,41.1,29,68.0,19,Cloudy,Poor,105,50.9,Moderate
104326,38,56.7,139.5,814,0.5,31.6,22,31.0,378,Foggy,Moderate,18,76.3,Low
104327,176,90.9,49.2,383,7.1,19.8,38,43.0,131,Cloudy,Poor,62,50.7,Moderate
104328,221,126.2,47.2,844,1.3,33.3,21,39.0,291,Cloudy,Excellent,61,38.8,High
104329,207,11.3,193.3,675,10.4,1.5,36,77.0,353,Cloudy,Good,61,44.0,High
104330,165,,166.0,1186,9.5,10.5,21,93.0,236,Sunny,Moderate,73,48.0,High
104331,239,134.0,148.5,587,0.2,-3.7,72,32.0,76,Sunny,Excellent,74,30.3,High
104332,182,6.3,95.4,1040,8.6,27.3,35,89.0,222,Sunny,Poor,28,52.8,Moderate
104333,190,34.2,65.0,965,7.0,35.3,29,97.0,435,Rainy,Good,84,48.7,High
104334,242,144.1,215.7,890,5.4,42.3,87,50.0,125,Sunny,Good,64,23.4,High
104335,238,93.9,177.4,1088,6.6,29.3,62,48.0,38,Cloudy,Good,27,32.2,High
104336,145,42.9,73.4,815,7.5,31.6,77,49.0,326,Foggy,Good,51,60.2,Moderate
104337,158,14.7,,1093,9.7,39.8,79,87.0,208,Cloudy,Moderate,42,51.7,Moderate
104338,68,9.1,169.4,653,8.4,41.8,43,71.0,105,Sunny,Good,120,71.1,Moderate
104339,132,40.5,72.4,1196,6.3,19.6,95,39.0,139,Snowy,Excellent,84,63.9,Moderate
104340,57,132.8,99.6,466,9.1,0.5,35,52.0,248,Sunny,Moderate,119,63.6,Moderate
104341,83,65.3,49.1,556,10.9,18.3,28,41.0,54,Cloudy,Excellent,56,70.7,Moderate
104342,88,109.4,33.3,1046,3.3,22.8,25,38.0,117,Cloudy,Moderate,17,65.6,Moderate
104343,155,138.2,161.8,830,1.3,26.6,84,58.0,349,Sunny,Good,119,41.6,High
104344,181,64.2,66.2,999,8.0,44.5,97,49.0,175,Sunny,Good,113,51.5,Moderate
104345,195,32.7,,752,10.8,40.9,43,94.0,353,Sunny,Good,12,42.5,High
104346,135,80.0,219.1,1184,1.3,14.8,29,32.0,469,Sunny,Moderate,106,51.9,Moderate
104347,203,136.7,26.1,1025,4.7,0.7,92,37.0,212,Sunny,Moderate,36,42.1,High
104348,223,121.6,109.3,936,0.7,5.7,46,68.0,264,Foggy,Poor,90,33.0,High
104349,249,14.5,178.4,582,8.5,3.7,22,93.0,139,Cloudy,Good,21,35.2,High
104350,84,105.4,175.7,633,10.4,12.8,57,60.0,464,Windy,Moderate,9,57.4,Moderate
104351,50,87.9,169.6,829,5.5,38.8,92,51.0,463,Cloudy,Good,76,66.9,Moderate
104352,151,136.6,83.3,1116,4.5,16.9,93,34.0,324,Rainy,Poor,54,48.9,High
104353,132,22.8,105.3,358,10.0,23.4,92,87.0,338,Sunny,Moderate,98,59.5,Moderate
104354,128,82.4,134.9,1064,,4.0,36,92.0,440,Sunny,Good,87,51.1,Moderate
104355,197,132.5,214.5,728,9.8,19.6,67,90.0,283,Cloudy,Good,16,28.9,High
104356,88,64.5,78.8,1166,4.3,38.7,68,81.0,272,Windy,Good,93,64.4,Moderate
104357,177,74.9,203.9,952,6.2,33.7,62,62.0,21,Sunny,Moderate,48,42.8,High
104358,139,15.2,66.6,730,5.8,-0.9,26,51.0,418,Cloudy,Moderate,81,64.7,Moderate
104359,107,45.3,217.7,1193,6.8,38.1,87,80.0,368,Sunny,Poor,72,56.4,Moderate
104360,206,52.1,150.8,1011,10.4,8.7,93,40.0,186,Cloudy,Moderate,63,45.1,High
104361,86,142.0,107.3,709,10.5,28.3,40,87.0,206,Rainy,Moderate,14,53.4,Moderate
104362,94,46.0,138.8,525,9.1,2.3,97,79.0,146,Rainy,Good,52,62.7,Moderate
104363,64,71.8,67.2,834,2.1,28.7,44,99.0,494,Sunny,Moderate,32,66.6,Moderate
104364,23,102.3,67.6,754,3.7,-3.2,80,,433,Sunny,Good,9,75.6,Low
104365,173,28.5,33.8,382,5.4,25.0,47,75.0,153,Cloudy,Moderate,96,56.2,Moderate
104366,174,75.5,34.0,814,10.0,27.3,97,73.0,107,Foggy,Excellent,48,50.6,Moderate
104367,193,112.1,83.0,1045,5.7,7.2,71,86.0,315,Cloudy,Excellent,35,39.1,High
104368,126,130.7,170.2,506,,41.8,32,34.0,299,Cloudy,Moderate,20,49.7,High
104369,211,95.8,137.7,914,10.8,-2.7,53,68.0,439,Cloudy,Poor,27,36.8,High
104370,238,,31.5,1157,6.6,39.6,86,87.0,482,Sunny,Moderate,97,34.6,High
104371,70,23.3,189.0,551,9.7,14.1,23,38.0,298,Snowy,Moderate,115,71.4,Moderate
104372,69,142.1,136.3,1135,11.0,30.7,63,52.0,150,Sunny,Moderate,25,58.5,Moderate
104373,25,24.2,211.8,524,9.3,27.6,34,76.0,457,Rainy,Good,6,74.4,Moderate
104374,78,117.3,150.7,593,7.2,3.4,27,65.0,405,Cloudy,Excellent,27,57.8,Moderate
104375,144,43.4,46.8,618,9.3,10.9,24,60.0,174,Rainy,Poor,84,60.5,Moderate
104376,162,140.4,109.5,795,0.9,21.5,85,52.0,54,Sunny,Poor,15,43.3,High
104377,49,109.4,146.2,423,7.0,37.3,92,85.0,266,Windy,Good,77,62.2,Moderate
104378,189,114.3,15.9,445,,42.7,65,75.0,310,Sunny,Good,6,44.0,High
104379,248,36.8,13.1,522,1.3,-4.0,84,87.0,153,Rainy,Poor,86,41.6,High
104380,141,69.2,37.2,755,9.8,12.6,85,65.0,384,Snowy,Moderate,17,58.0,Moderate
104381,144,94.6,62.8,504,7.0,28.4,45,97.0,499,Cloudy,Excellent,49,49.9,High
104382,56,116.6,100.2,532,2.7,21.4,50,89.0,483,Sunny,Excellent,76,62.0,Moderate
104383,189,20.1,112.4,672,4.3,42.2,70,43.0,189,Foggy,Poor,14,53.6,Moderate
104384,143,144.5,39.0,638,10.7,-4.2,60,54.0,148,Sunny,Excellent,95,49.6,High
104385,120,134.1,151.4,607,9.5,16.9,70,73.0,7,Foggy,Good,85,47.4,High
104386,54,44.2,135.2,936,0.2,28.4,38,75.0,147,Sunny,Good,92,70.7,Moderate
104387,106,124.3,71.8,523,10.8,5.9,92,42.0,172,Cloudy,Excellent,25,58.2,Moderate
104388,153,80.2,12.9,679,4.1,31.3,22,91.0,80,Sunny,Good,5,53.1,Moderate
104389,215,72.0,26.3,580,7.6,-0.9,57,48.0,78,Sunny,Good,20,46.5,High
104390,37,50.6,92.3,1108,7.8,17.6,89,41.0,468,Sunny,Good,47,78.6,Low
104391,220,89.2,42.3,510,10.0,28.8,64,77.0,320,Sunny,Moderate,101,39.9,High
104392,132,110.8,89.1,535,9.7,8.3,90,62.0,59,Foggy,Good,10,52.3,Moderate
104393,48,64.6,141.9,492,3.1,-1.3,60,66.0,450,Snowy,Good,80,69.9,Moderate
104394,96,96.2,124.9,631,7.1,42.9,44,35.0,94,Sunny,Good,100,61.4,Moderate
104395,78,106.4,58.5,989,4.3,40.7,69,72.0,311,Sunny,Excellent,116,63.1,Moderate
104396,194,108.1,82.2,1027,5.8,41.3,20,79.0,127,Rainy,Excellent,15,40.1,High
104397,145,12.5,138.9,376,6.1,43.9,73,75.0,121,Cloudy,Moderate,86,58.0,Moderate
104398,164,129.7,190.8,595,4.4,4.2,32,57.0,286,Windy,Excellent,70,39.7,High
104399,128,71.4,168.2,836,5.1,2.9,59,96.0,340,Cloudy,Good,100,50.4,Moderate
104400,243,43.1,126.2,996,2.3,-3.3,40,40.0,86,Rainy,Moderate,53,40.8,High
104401,41,40.1,86.1,551,6.7,39.6,60,49.0,381,Rainy,Good,117,78.6,Low
104402,87,75.0,86.7,370,8.3,32.6,80,59.0,80,Rainy,Good,24,65.1,Moderate
104403,88,133.6,194.7,940,4.7,26.7,52,65.0,21,Sunny,Poor,25,51.9,Moderate
104404,184,59.9,18.2,1019,10.8,41.4,92,97.0,251,Cloudy,Poor,40,49.1,High
104405,68,113.7,217.5,443,,23.8,48,65.0,189,Sunny,Poor,42,56.7,Moderate
104406,160,19.0,149.5,357,6.5,1.5,74,,311,Rainy,Moderate,60,52.7,Moderate
104407,181,74.0,153.0,821,6.4,3.8,51,57.0,85,Cloudy,Poor,95,45.2,High
104408,128,148.8,18.0,688,0.4,1.6,30,68.0,483,Snowy,Moderate,115,51.4,Moderate
104409,105,116.7,137.2,608,2.5,10.4,71,95.0,378,Sunny,Good,15,50.7,Moderate
104410,72,35.5,111.8,404,10.0,14.0,55,72.0,455,Cloudy,Moderate,22,70.0,Moderate
104411,142,77.7,32.2,897,6.0,34.8,50,34.0,366,Sunny,Excellent,85,60.1,Moderate
104412,106,38.9,68.4,355,4.8,4.6,33,42.0,7,Rainy,Moderate,102,68.6,Moderate
104413,198,64.4,197.0,726,4.6,31.3,82,,317,Windy,Good,49,43.0,High
104414,150,118.1,125.5,903,9.8,19.6,71,86.0,333,Snowy,Good,30,44.0,High
104415,61,116.8,96.8,399,4.0,45.0,73,,229,Foggy,Excellent,63,64.6,Moderate
104416,117,38.1,25.3,461,9.5,33.8,69,90.0,151,Foggy,Good,10,64.1,Moderate
104417,179,138.7,160.0,495,3.4,43.4,73,79.0,277,Snowy,Good,47,35.2,High
104418,128,90.9,157.6,579,5.8,12.1,92,63.0,14,Sunny,Moderate,98,51.9,Moderate
104419,70,60.1,138.9,1072,1.6,1.2,54,94.0,467,Sunny,Good,56,63.8,Moderate
104420,104,77.8,117.2,846,9.1,20.3,49,74.0,474,Cloudy,Moderate,107,58.7,Moderate
104421,193,92.7,101.1,655,8.1,1.2,74,63.0,411,Foggy,Good,66,42.8,High
104422,146,86.2,134.6,891,5.8,19.6,20,37.0,405,Cloudy,Moderate,118,52.9,Moderate
104423,40,75.5,59.0,810,0.3,8.5,34,77.0,286,Sunny,Good,100,73.1,Moderate
104424,63,78.2,207.7,1156,5.3,19.6,44,65.0,456,Foggy,Moderate,21,62.4,Moderate
104425,158,30.6,133.6,977,2.5,42.5,39,95.0,247,Cloudy,Moderate,81,51.7,Moderate
104426,122,122.8,75.4,575,4.5,9.5,90,40.0,254,Rainy,Poor,50,55.5,Moderate
104427,87,83.6,104.4,408,9.4,44.7,35,81.0,445,Snowy,Excellent,45,61.0,Moderate
104428,148,24.0,179.2,425,8.5,6.5,71,65.0,342,Windy,Good,17,55.0,Moderate
104429,111,116.1,43.9,777,2.7,5.4,84,60.0,324,Windy,Excellent,10,57.9,Moderate
104430,210,140.2,71.5,1077,10.8,22.2,89,53.0,364,Windy,Good,90,36.5,High
104431,43,142.4,152.7,481,9.9,37.1,20,50.0,166,Rainy,Good,101,62.5,Moderate
104432,144,58.5,,847,,32.5,35,59.0,80,Cloudy,Poor,37,57.3,Moderate
104433,246,24.6,176.4,1165,5.8,31.2,46,93.0,295,Rainy,Moderate,8,34.6,High
104434,160,80.2,37.4,942,9.9,9.1,37,68.0,68,Windy,Good,82,52.9,Moderate
104435,130,21.3,170.2,654,7.0,-3.9,96,30.0,182,Cloudy,Moderate,54,62.5,Moderate
104436,117,140.4,24.4,416,5.9,3.1,63,71.0,326,Sunny,Excellent,52,53.8,Moderate
104437,158,31.6,12.6,579,8.2,12.5,69,34.0,63,Sunny,Good,103,63.7,Moderate
104438,247,41.7,198.6,682,2.6,43.6,93,41.0,263,Cloudy,Moderate,31,36.5,High
104439,198,64.0,132.1,626,9.7,41.0,33,58.0,326,Sunny,Moderate,10,44.3,High
104440,36,60.6,83.9,933,5.8,5.0,71,32.0,85,Snowy,Moderate,62,78.9,Low
104441,118,120.2,58.8,1070,6.6,31.3,94,90.0,43,Sunny,Good,67,52.4,Moderate
104442,101,71.2,139.5,1133,1.0,24.0,69,80.0,293,Sunny,Good,5,58.3,Moderate
104443,123,29.8,116.9,493,3.4,-2.5,36,65.0,372,Sunny,Poor,111,61.9,Moderate
104444,233,43.7,218.2,600,4.7,13.6,22,31.0,148,Rainy,Poor,32,38.8,High
104445,171,78.8,216.5,1145,4.6,19.3,81,58.0,259,Sunny,Good,33,43.1,High
104446,38,26.4,143.4,1040,8.6,28.4,40,70.0,415,Cloudy,Moderate,100,75.8,Low
104447,184,93.7,103.0,429,3.1,9.7,52,58.0,310,Foggy,Good,32,44.7,High
104448,104,87.0,113.1,406,2.0,41.7,20,93.0,348,Windy,Good,95,55.9,Moderate
104449,27,,153.3,715,6.4,17.6,89,87.0,443,Windy,Moderate,78,65.7,Moderate
104450,47,141.0,31.3,657,6.8,7.4,75,39.0,58,Rainy,Good,86,69.2,Moderate
104451,24,137.3,79.0,523,1.3,10.8,23,40.0,93,Windy,Moderate,72,71.3,Moderate
104452,164,142.2,25.8,811,0.0,32.6,41,36.0,322,Snowy,Moderate,106,48.5,High
104453,120,40.5,25.4,1099,10.1,27.0,96,90.0,4,Foggy,Moderate,119,63.3,Moderate
104454,183,24.1,51.1,1027,0.9,32.1,77,95.0,82,Sunny,Excellent,45,52.1,Moderate
104455,137,48.8,111.9,945,9.9,9.6,63,82.0,327,Sunny,Moderate,110,55.7,Moderate
104456,166,134.8,174.8,842,4.4,11.3,76,94.0,382,Sunny,Poor,120,35.8,High
104457,83,145.9,112.0,909,7.2,14.8,59,56.0,36,Foggy,Good,59,56.4,Moderate
104458,110,129.6,80.5,988,2.0,4.4,75,36.0,478,Rainy,Excellent,36,57.0,Moderate
104459,136,21.0,27.3,1030,9.1,29.6,82,94.0,26,Cloudy,Poor,73,62.2,Moderate
104460,117,142.4,125.6,723,2.0,11.5,58,87.0,12,Cloudy,Good,26,46.9,High
104461,30,66.4,67.0,698,4.3,11.3,26,54.0,489,Windy,Good,116,77.9,Low
104462,73,6.3,139.1,416,2.6,8.5,33,77.0,389,Foggy,Excellent,61,71.4,Moderate
104463,192,69.1,215.2,679,9.2,17.6,37,33.0,64,Rainy,Excellent,26,43.1,High
104464,66,11.7,33.4,543,9.4,33.6,74,37.0,413,Snowy,Good,70,81.3,Low
104465,159,83.9,54.5,504,4.1,36.8,75,97.0,202,Sunny,Good,45,48.9,High
104466,168,54.1,109.3,509,3.4,35.2,76,89.0,179,Cloudy,Moderate,47,48.9,High
104467,158,73.6,213.4,1045,8.5,26.1,77,33.0,296,Windy,Moderate,38,48.8,High
104468,239,93.9,172.1,615,9.7,9.0,44,37.0,478,Snowy,Moderate,118,33.4,High
104469,24,131.0,198.6,517,6.9,31.7,89,45.0,463,Rainy,Good,6,65.5,Moderate
104470,228,101.0,80.1,494,10.2,-3.0,99,48.0,270,Sunny,Moderate,114,38.0,High
104471,203,67.9,218.3,535,4.2,34.9,22,30.0,388,Sunny,Poor,63,41.4,High
104472,39,123.8,31.6,1123,1.7,34.0,40,63.0,14,Sunny,Good,40,70.2,Moderate
104473,188,136.3,21.1,772,2.0,28.5,51,74.0,0,Rainy,Excellent,108,41.3,High
104474,65,22.4,,1135,7.4,-0.1,21,92.0,270,Cloudy,Good,12,66.9,Moderate
104475,31,,204.7,806,4.5,44.9,39,35.0,483,Foggy,Excellent,37,70.8,Moderate
104476,89,46.3,29.0,1189,1.7,32.8,94,65.0,443,Rainy,Poor,37,70.5,Moderate
104477,36,11.8,33.8,694,3.2,31.7,37,95.0,47,Sunny,Good,72,80.9,Low
104478,134,101.9,,1084,5.8,-1.8,73,37.0,181,Sunny,Good,22,59.1,Moderate
104479,166,130.1,31.9,903,1.3,14.9,94,96.0,486,Windy,Excellent,68,43.3,High
104480,173,28.6,54.0,865,0.0,-0.7,55,56.0,182,Cloudy,Moderate,65,57.1,Moderate
104481,67,122.8,213.7,1137,10.1,13.1,95,63.0,327,Rainy,Excellent,87,56.2,Moderate
104482,127,128.7,150.3,1145,3.4,23.5,80,57.0,372,Cloudy,Moderate,14,48.5,High
104483,71,,173.5,1054,2.4,38.9,79,60.0,213,Sunny,Poor,54,56.0,Moderate
104484,115,43.5,173.0,453,7.7,9.1,55,46.0,26,Sunny,Good,110,60.8,Moderate
104485,89,136.1,122.4,596,9.4,26.2,63,84.0,225,Cloudy,Good,109,53.1,Moderate
104486,202,51.5,177.5,1161,7.0,3.2,87,38.0,157,Cloudy,Good,98,44.8,High
104487,247,85.1,135.1,372,2.8,12.7,85,86.0,459,Rainy,Moderate,26,30.0,High
104488,121,12.3,76.1,1164,9.5,42.4,63,74.0,59,Rainy,Excellent,43,65.5,Moderate
104489,94,11.4,127.8,874,5.6,32.4,96,35.0,65,Foggy,Moderate,106,71.8,Moderate
104490,180,109.5,122.0,493,4.2,22.3,48,43.0,173,Windy,Excellent,69,44.1,High
104491,209,69.4,182.9,1079,6.7,7.6,67,60.0,498,Cloudy,Excellent,34,38.9,High
104492,235,42.2,216.2,1044,7.7,14.0,55,83.0,51,Cloudy,Good,9,33.5,High
104493,170,32.6,96.3,1103,6.5,2.8,27,40.0,485,Rainy,Excellent,119,56.7,Moderate
104494,162,102.1,170.3,542,10.1,12.7,24,98.0,469,Sunny,Moderate,115,40.3,High
104495,174,5.1,31.0,814,6.9,2.5,97,31.0,242,Foggy,Excellent,30,63.4,Moderate
104496,222,121.9,173.1,1133,9.7,34.8,66,46.0,336,Cloudy,Moderate,67,32.2,High
104497,211,16.5,88.0,724,6.5,-1.0,62,65.0,290,Foggy,Good,50,49.1,High
104498,228,32.8,18.3,1026,3.6,4.5,29,32.0,243,Foggy,Moderate,35,50.9,Moderate
104499,198,61.0,86.3,1041,5.9,29.6,29,92.0,120,Rainy,Excellent,107,43.5,High
104500,200,75.3,138.2,978,0.9,40.1,25,72.0,41,Sunny,Excellent,45,40.9,High
104501,225,56.5,35.0,615,2.5,43.2,35,,183,Rainy,Moderate,16,44.8,High
104502,238,51.5,204.0,727,8.4,36.8,79,58.0,44,Rainy,Good,21,35.0,High
104503,101,144.8,26.3,899,7.3,5.6,45,52.0,51,Snowy,Good,22,57.9,Moderate
104504,111,98.0,205.3,905,1.8,9.3,40,88.0,150,Sunny,Good,70,49.2,High
104505,198,8.4,158.5,423,4.8,38.5,77,78.0,412,Cloudy,Good,117,47.6,High
104506,194,67.4,79.2,787,1.6,39.5,60,84.0,28,Foggy,Moderate,92,44.6,High
104507,23,131.9,92.1,575,9.4,27.0,49,57.0,56,Foggy,Poor,96,69.7,Moderate
104508,154,48.7,165.6,1168,,10.7,24,54.0,497,Sunny,Good,120,52.8,Moderate
104509,128,18.7,136.3,657,7.2,6.2,29,36.0,274,Windy,Poor,43,64.3,Moderate
104510,182,115.0,151.0,697,6.7,37.6,30,63.0,208,Sunny,Poor,78,39.6,High
104511,67,92.9,91.7,825,,5.3,82,51.0,7,Windy,Excellent,115,67.1,Moderate
104512,92,87.7,112.4,664,3.1,28.1,26,96.0,433,Sunny,Excellent,37,57.7,Moderate
104513,91,12.8,217.9,874,4.4,43.4,78,79.0,390,Foggy,Good,92,63.3,Moderate
104514,135,25.4,54.9,774,8.9,30.3,31,77.0,246,Rainy,Good,79,62.2,Moderate
104515,192,95.3,97.7,873,8.4,7.9,83,99.0,394,Cloudy,Good,12,39.2,High
104516,100,35.1,71.3,911,8.1,9.1,60,86.0,194,Sunny,Good,95,65.6,Moderate
104517,100,78.1,170.7,1174,8.2,-0.4,79,54.0,321,Sunny,Good,30,58.7,Moderate
104518,132,84.0,170.4,598,1.6,29.3,91,95.0,338,Rainy,Moderate,80,48.1,High
104519,244,46.1,71.4,980,1.1,20.9,47,45.0,411,Windy,Excellent,39,42.5,High
104520,115,142.5,27.1,918,9.5,5.3,99,87.0,439,Snowy,Moderate,61,52.1,Moderate
104521,91,127.2,12.4,531,9.2,6.4,82,70.0,27,Windy,Poor,83,60.7,Moderate
104522,166,109.7,,1125,7.5,-4.5,22,80.0,344,Snowy,Moderate,25,44.0,High
104523,82,16.3,96.2,455,6.7,43.9,51,50.0,330,Foggy,Excellent,41,73.5,Moderate
104524,57,20.4,217.6,540,4.0,36.4,40,85.0,295,Snowy,Excellent,98,67.9,Moderate
104525,86,76.5,108.7,486,2.5,14.7,74,76.0,234,Sunny,Good,9,62.3,Moderate
104526,206,,63.8,1049,7.3,42.3,37,72.0,129,Snowy,Poor,21,49.1,High
104527,88,146.8,197.2,469,10.0,28.9,72,60.0,75,Sunny,Moderate,94,50.7,Moderate
104528,32,28.0,113.1,1103,4.8,32.6,94,44.0,444,Foggy,Moderate,102,80.8,Low
104529,194,75.7,135.8,1180,3.3,29.0,80,77.0,232,Cloudy,Excellent,101,41.5,High
104530,208,57.8,30.1,421,3.0,32.8,69,91.0,229,Sunny,Moderate,86,45.0,High
104531,50,97.7,90.4,1104,0.3,3.5,27,99.0,331,Sunny,Moderate,29,64.9,Moderate
104532,227,23.7,208.3,480,5.7,23.1,31,32.0,369,Rainy,Poor,109,42.7,High
104533,133,67.4,133.8,806,10.9,37.5,70,67.0,408,Sunny,Moderate,65,54.6,Moderate
104534,243,44.8,82.3,1130,9.0,-4.0,85,87.0,484,Foggy,Good,98,38.1,High
104535,41,133.7,141.4,828,9.9,1.2,60,96.0,350,Sunny,Moderate,41,59.9,Moderate
104536,112,10.9,201.2,401,6.8,7.3,41,74.0,309,Sunny,Poor,88,61.1,Moderate
104537,233,137.5,67.5,923,5.3,9.7,28,,400,Sunny,Moderate,113,30.9,High
104538,190,125.8,116.1,468,10.9,4.1,97,37.0,431,Sunny,Good,70,41.2,High
104539,86,48.1,211.3,613,4.9,26.2,98,95.0,395,Cloudy,Moderate,17,58.7,Moderate
104540,73,119.4,,588,10.1,9.7,30,90.0,188,Cloudy,Poor,44,61.2,Moderate
104541,157,9.5,161.1,700,8.4,2.9,32,46.0,477,Sunny,Moderate,46,57.9,Moderate
104542,61,145.2,139.0,604,3.6,40.3,75,65.0,1,Sunny,Good,88,58.1,Moderate
104543,83,81.4,152.7,1034,5.5,29.8,47,97.0,335,Sunny,Moderate,74,58.0,Moderate
104544,145,49.0,83.8,658,4.2,7.3,83,50.0,64,Snowy,Moderate,79,58.8,Moderate
104545,40,57.6,75.9,1098,1.5,13.0,83,75.0,51,Cloudy,Excellent,114,74.6,Moderate
104546,227,14.6,153.7,1180,3.9,32.0,89,75.0,33,Sunny,Moderate,29,42.2,High
104547,223,148.5,55.3,956,9.8,34.5,74,45.0,300,Sunny,Good,46,34.8,High
104548,213,10.7,98.1,1198,8.3,3.8,56,51.0,239,Cloudy,Poor,14,50.4,Moderate
